"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.942667333E0,7.021748199E0,-4.270020447E0,9.011410675E0,1.219604628E1
2.952638333E0,6.861880646E0,-4.314328308E0,8.502768402E0,1.174716584E1
2.962610333E0,6.809788971E0,-4.283492432E0,8.016878815E0,1.135745919E1
2.972581333E0,6.964716797E0,-4.184997253E0,7.513325958E0,1.106668645E1
2.982552333E0,7.249125366E0,-4.123325500E0,7.248376923E0,1.104946151E1
2.992523333E0,7.242539063E0,-4.051923981E0,7.125931549E0,1.093852643E1
3.002495333E0,7.036268005E0,-4.171525269E0,6.933880920E0,1.072331083E1
3.012466333E0,6.615343323E0,-4.408632202E0,6.977889404E0,1.057779494E1
3.022437333E0,5.987399139E0,-4.519102478E0,6.734345856E0,1.008080601E1
3.032409333E0,5.250032501E0,-4.762945404E0,6.590944061E0,9.679309573E0
3.042380333E0,4.562212830E0,-5.026098175E0,6.286477203E0,9.251769798E0
3.052351333E0,4.038451996E0,-5.181475067E0,5.813610535E0,8.772391113E0
3.062323333E0,3.710933075E0,-5.229824524E0,5.337600403E0,8.343384619E0
3.072294333E0,3.647015991E0,-5.228926392E0,4.769382019E0,7.961746146E0
3.082265333E0,3.856430511E0,-5.091512146E0,4.456382904E0,7.788125629E0
3.092236333E0,4.267026672E0,-4.817731476E0,4.319717102E0,7.751000518E0
3.102208333E0,4.731959839E0,-4.442910919E0,4.314627686E0,7.794030627E0
3.112179333E0,5.076842651E0,-3.979324951E0,4.140240326E0,7.664916720E0
3.122150333E0,5.210963745E0,-3.689976654E0,4.260290680E0,7.675946035E0
3.132122333E0,5.200485535E0,-3.474873962E0,4.365222473E0,7.627251542E0
3.142093333E0,5.100194092E0,-3.423830109E0,4.335733795E0,7.518854961E0
3.152064333E0,4.998106384E0,-3.378474426E0,4.368665314E0,7.448516195E0
3.162035333E0,5.015619965E0,-3.294199677E0,4.461921387E0,7.477762874E0
3.172007333E0,5.056484985E0,-3.231779480E0,4.369563446E0,7.423309486E0
3.181978333E0,5.019511871E0,-3.269650726E0,4.186494141E0,7.308409436E0
3.191949333E0,4.987478485E0,-3.373684387E0,3.975582733E0,7.215396458E0
3.201921333E0,5.016368408E0,-3.235521698E0,4.152514801E0,7.271583860E0
3.211892333E0,4.986280975E0,-3.108585663E0,4.474794617E0,7.385803250E0
3.221863333E0,4.927752686E0,-3.075803833E0,4.805307312E0,7.538852307E0
3.231834333E0,4.903353424E0,-3.076701965E0,4.983137512E0,7.638103773E0
3.241806333E0,4.905149689E0,-3.120111694E0,4.955894165E0,7.639141145E0
3.251777333E0,5.052443390E0,-3.210673370E0,4.906047821E0,7.739826414E0
3.261748333E0,5.430557098E0,-3.184178467E0,4.875511322E0,7.962446456E0
3.271720333E0,5.916446686E0,-3.136427765E0,4.913232880E0,8.305502865E0
