"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.422262958E0,-1.349638412E1,-2.068728058E1,1.314716034E0,2.473548949E1
2.432230958E0,-8.344098358E0,-1.750160522E1,-2.091001740E0,1.950134485E1
2.442198958E0,-4.610711975E0,-1.378842682E1,-5.077890472E0,1.540014126E1
2.452167958E0,-2.516117706E0,-9.953401794E0,-6.853947144E0,1.234413411E1
2.462135958E0,-1.501677246E0,-6.144422607E0,-7.399712219E0,9.734716465E0
2.472103958E0,-1.248553619E0,-2.686313782E0,-7.331903229E0,7.907716031E0
2.482071958E0,-1.191372528E0,2.408491516E-1,-6.931336212E0,7.037101570E0
2.492040958E0,-8.928932190E-1,2.552641754E0,-5.898933105E0,6.489271917E0
2.502008958E0,-5.463638306E-1,3.857777710E0,-4.449946289E0,5.914641517E0
2.511976958E0,-1.559756470E-1,4.101171570E0,-2.991978149E0,5.078963467E0
2.521944042E0,2.588117981E-1,3.656296692E0,-1.779349823E0,4.074503017E0
2.531913042E0,5.084925842E-1,2.738555145E0,-8.672964478E-1,2.917267921E0
2.541881042E0,7.129673767E-1,1.805545349E0,-3.278182983E-2,1.941491987E0
2.551849042E0,1.117875366E0,1.346599731E0,8.027806091E-1,1.925469521E0
2.561817042E0,1.555116119E0,1.423240356E0,1.563498688E0,2.624600427E0
2.571786042E0,1.665436707E0,1.808688812E0,2.284998322E0,3.356523793E0
2.581754042E0,1.490899658E0,2.182461548E0,2.961890717E0,3.969725030E0
2.591722042E0,1.160087585E0,2.332449646E0,3.300636292E0,4.204797794E0
2.601691042E0,6.683601379E-1,2.204914856E0,3.245700531E0,3.980317416E0
2.611659042E0,1.448986816E-1,1.863175507E0,3.016227722E0,3.548245802E0
2.621627042E0,-2.492317200E-1,1.468446350E0,2.727178802E0,3.107403314E0
2.631595042E0,-4.279600525E-1,1.022373962E0,2.267933807E0,2.524266642E0
2.641564042E0,-4.802014160E-1,5.914201355E-1,1.619332581E0,1.789583522E0
2.651532042E0,-4.683760071E-1,3.053649902E-1,9.569599915E-1,1.108330405E0
2.661500042E0,-6.451583862E-1,2.511776733E-1,4.432283020E-1,8.220528539E-1
2.671468042E0,-1.029109955E0,4.379891968E-1,8.906478882E-2,1.121977884E0
2.681437042E0,-1.494941254E0,7.685018921E-1,-1.245410156E-1,1.685513267E0
2.691405042E0,-2.189047852E0,1.159189453E0,-3.234773254E-1,2.498056898E0
2.701373042E0,-2.834355927E0,1.535057831E0,-4.321513367E-1,3.252188623E0
2.711341042E0,-3.298690338E0,1.810784454E0,-4.840933228E-1,3.794027495E0
2.721310042E0,-3.623664551E0,1.926942902E0,-5.315446472E-1,4.138428861E0
2.731278042E0,-3.895948334E0,1.807341614E0,-4.869374084E-1,4.322268521E0
2.741246042E0,-4.185745697E0,1.424886932E0,-4.077520752E-1,4.440386421E0
2.751214042E0,-4.688849487E0,8.644523621E-1,-4.468208313E-1,4.788761453E0
2.761183042E0,-5.476212158E0,8.292755127E-2,-6.653663635E-1,5.517108752E0
2.771151042E0,-6.560108185E0,-1.236877899E0,-9.445358276E-1,6.742183197E0
2.781119042E0,-8.213869171E0,-3.445684662E0,-1.359472961E0,9.010469260E0
2.791088042E0,-1.173589508E1,-7.314539337E0,-1.911824341E0,1.396025757E1
2.801056042E0,-1.680615143E1,-1.375774063E1,-2.442171478E0,2.185603703E1
2.811024042E0,-2.181084412E1,-2.106120300E1,-1.578168182E0,3.036079393E1
2.820992042E0,-2.517464905E1,-2.574526245E1,8.652008057E-1,3.601846840E1
2.830961042E0,-2.748674103E1,-2.683439758E1,3.504362640E0,3.857313033E1
